OID_,TreID_1,DATEPLANTE,nw_ddrs,GGC_PUB,REPLACE,COMMENT,Cultivar,GGC_SEA,GGC_YEA,CITY_GG,Family,Genus,Deciduous,Broadleaf,Species,Native_Sta,DBH_dcr,Hght_dc,ADDRESS,OWNERAD,RD_NUM,RD_NUMB,RD_NAME,RD_SUFF,dt_strn,BSp_17,Cmmnt_1,DBH1_17,DBH2_17,Hght_17,LUse_17,M_17,StTp_17,V_17,Wth_17,CommonName,NewTrID,Rnd_Smp,H17_Smp,DBH2H_17,DBH1H_17,HERO2017,StTp_24,LUse_24,Bsp_24,V_24,Con_24,Com_24,Crew_24,DBH1_24,DBH1H_24,DBH2_24,DBH2H_24,Hgt_24,Wth_24,D_24,M_24,CreationDate,Creator,EditDate,Editor,X,Y
349,200329,6/16/2015,43 ENGLEWOOD AVENUE,PUBLIC, , ,Malus spp.,SPRING,2015,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,43 Englewood ave,43, ,ENGLEWOOD,AVENUE,62015,N, ,1.35,0,11,SFR,A,SC,1,7.25,Apple,658,1,1,0,54,1,SC,SFR-D,No,1,Good, ,  ML AN,4.9,54,0,0,16.1,16,6/24/2024 17:46,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238431.4505,906890.5018
350,200401,6/10/2015,58 ENGLEWOOD AVENUE,PUBLIC, , ,Quercus robur 'Fastigiata',SPRING,2015,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus robur,Non Native,0, , ,58 Englewood ave,58, ,ENGLEWOOD,AVENUE,62015,N,Old trunk damage at base,2.3,0,15,SFR,A,SC,1,4.75,English Oak,660,1,1,0,54,1,SC,SFR-D,No,1,Good, , AN AC ML,6.7,54,0,0,28,8,6/24/2024 16:06,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238380.8829,906920.2795
709,201130,10/7/2014,HILLSIDE AVENUE,PUBLIC, , ,Acer rubrum,FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer rubrum,Native,0, , ,34 Hillside Ave,0, ,HILLSIDE,AVENUE,102014,N, ,2.03,0,14.5,SFR,A,SP,1,5.25,Red Maple,1335,1,1,0,54,1,SP,SFR-D,No,1,Good, ,MLAOCJHK,6,54,0,0,27.5,23.5,6/25/2024 16:07,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238954.7856,905595.6678
710,200643,10/7/2014,HILLSIDE AVENUE,PUBLIC, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,34 Hillside Ave,0, ,HILLSIDE,AVENUE,102014,N, ,2.3,0,18,SFR,A,SP,1,4.208333333,Freeman Maple,1336,1,1,0,54,1,SP,SFR-D,No,1,Fair, , MLAOCJHK,6.4,54,0,0,34,12.5,6/25/2024 16:05,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238959.3951,905595.1579
711,200524,10/7/2014,18 HILLSIDE AVENUE,PUBLIC, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,18 Hillside Ave,18, ,HILLSIDE,AVENUE,102014,N, ,2.22,0,19.5,SFR,A,SP,1,3.5,Freeman Maple,1337,1,1,0,54,1,SP,SFR-D,No,1,Good, ,MLAOCJHK,7.2,54,0,0,27.5,19.5,6/25/2024 16:02,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,239001.1546,905590.352
712,200992,10/7/2014,18 HILLSIDE AVENUE,PUBLIC, , ,Carpinus betulus 'Fastigiata' ('Pyramidalis'),FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus betulus,Non Native,0, , ,18 Hillside Ave,18, ,HILLSIDE,AVENUE,102014,N, ,1.82,0,11.5,SFR,A,SP,1,5.958333333,European Hornbeam,1338,1,1,0,54,1,SP,SFR-D, , , , ,MLAOCJHK,0,0,0,0,0,0,6/25/2024 15:55,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,239008.9697,905589.2565
806,200539,5/6/2014,CONGRESS AVENUE,PUBLIC, , ,Gleditsia triacanthos var. inermis SKYLINE 'Skycole',SPRING,2014,CHELSEA,Fabaceae,Gleditsia,Deciduous,Broadleaf,Gleditsia triacanthos,Nativar,0, , ,187 Congress Ave,0, ,CONGRESS,AVENUE,52014,N,heavily pruned and toped,2.21,0,11,SFR,A,SC,1,7.958333333,Honeylocust,1529,1,1,0,54,1,SC,SFR-D,No,1,Good, , TH QCM,2.8,54,0,0,12.3,12.5,6/24/2024 14:36,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238604.7237,904252.9541
807,200583,5/7/2014,SPENCER AVENUE,PUBLIC, , ,Syringa reticulata 'Ivory Silk',SPRING,2014,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,15 Spencer Ave,0, ,SPENCER,AVENUE,52014,N, ,2.6,0,15,SFR,A,SC,1,5.375,Japanese Tree Lilac,1531,1,1,0,48,1,SC,SFR-D,No,1,Good, , EGB ML TH,4.2,48,0,0,12.8,9.25,6/27/2024 17:52,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238919.8113,905127.454
813,201056,5/7/2014,SPENCER AVENUE,PUBLIC, , ,Prunus spp.,SPRING,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus spp.,Non Native,0, , ,65 Spencer Ave,0, ,SPENCER,AVENUE,52014,N,"Labeled as Prunus spp, but was not a prunus; we suspect the tree is a specie of cherry",3.72,0,15,SFR,A,SC,1,10.95833333,Cherry,1537,1,1,0,54,1,SC,SFR-D,No,1,Good, , EGB ML TH,7.4,54,0,0,11.1,21,6/27/2024 18:41,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,239064.8394,905239.5737
834,200089,5/16/2014,JOHN STREET,PUBLIC, , ,Acer x freemanii 'Armstrong',SPRING,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,41 John St,0, ,JOHN,STREET,52014,N, ,2.86,0,21.5,SFR,A,SC,1,7.25,Freeman Maple,1569,1,1,0,54,1,SC,SFR-D,No,1,Good, , MLAOCJHK,7.4,54,0,0,36,15.5,6/25/2024 18:41,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238837.1761,905537.2438
861,201161,6/4/2014,CREST AVENUE,PUBLIC, , ,Prunus spp.,SPRING,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus spp.,Non Native,0, , ,21 Crest Ave,0, ,CREST,AVENUE,62014,N, ,2.4,0,13,SFR,A,SP,1,6.958333333,Cherry,1627,1,1,0,54,1,FY,SFR-D, , , , , MLAOCJHK,0,0,0,0,0,0,6/25/2024 15:40,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,239124.8378,905602.2749
862,200746,6/5/2014,CLARK AVENUE,PUBLIC, , ,Acer miyabei,SPRING,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer miyabei,Non Native,0, , ,123 Clark Ave,0, ,CLARK,AVENUE,62014,N, ,3.46,0,0,MFR,A,SC,1,11.75,Miyabe Maple,1629,1,1,0,54,1,SC,SFR-D,No,1,Good, , MLAOCJHK,7.6,54,0,0,30,23.25,6/25/2024 19:38,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,239172.6361,905521.7056
1296,201210,11/9/2015,428 WASHINGTON AVENUE,PUBLIC, , ,Malus spp.,FALL,2015,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,428 Washington Ave,428, ,WASHINGTON,AVENUE,112015,N, ,1.48,0,11.5,SFR,A,SC,1,8.291666667,Apple,338,0,1,0,54,1,SC,SFR-D,No,1,Good, , JAJRK,4.4,36,0,0,12,18,6/26/2024 18:53,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238389.6012,906310.6735
1297,200138,11/9/2015,428 WASHINGTON AVENUE,PUBLIC, , ,Tilia cordata,FALL,2015,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia cordata,Non Native,0, , ,428 Washington Ave,428, ,WASHINGTON,AVENUE,112015,N, ,2.01,0,11.5,SFR,A,SC,1,5.208333333,Littleleaf Linden,339,0,1,0,54,1,SC,SFR-D,No,1,Good, , JAJRK,3.6,54,0,0,12.5,9.25,6/26/2024 18:51,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238411.0642,906319.5727
1299,200838,11/9/2015,37 ENGLEWOOD AVENUE,PUBLIC,Yes,Replacement tree,Malus spp.,FALL,2015,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,37 Englewood Ave,37, ,ENGLEWOOD,AVENUE,112015,N, ,1.61,0,10.5,SFR,A,SC,1,8,Apple,341,0,1,0,54,1,SC,SFR-D, , , , , AN ML,0,0,0,0,0,0,6/24/2024 17:48,Stump,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238442.3909,906881.5027
1301,200113,11/12/2015,1 NICHOLS STREET,PUBLIC, , ,Acer rubrum,FALL,2015,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer rubrum,Native,0, , ,1 Nichols St,1, ,NICHOLS,STREET,112015,N, ,2.11,0,14,SFR,A,SC,1,7,Red Maple,352,0,1,0,54,1,SC,SFR-D,No,1,Good, , KS EGB AN,5.3,52,0,0,22,15.75,6/25/2024 17:34,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238294.4723,906254.6895
1336,200954,4/29/2015,21 COUNTY ROAD,PUBLIC, , ,Cornus x rutgersensis STELLAR PINK 'Rutgan',SPRING,2015,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus x rutgersensis,Non Native,0, , ,21 County rd,21, ,COUNTY,ROAD,42015,Y, ,1.7,0,11,SFR,A,SP,1,6,Rutgers Hybrid Dogwood,591,0,1,0,54,1,SP,SFR-D, , , , , AN JHK QCM ,0,0,0,0,0,0,6/26/2024 14:51,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238084.0925,905895.8298
1341,200959,5/4/2015,9 LAUREL STREET,PUBLIC, ,Garland st on side of 9 Laurel st,Acer x freemanii 'Armstrong',SPRING,2015,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,9 Laurel st,9, ,LAUREL,STREET,52015,N,Garlans st on side of 9 laurel st,1.94,0,16.5,SFR,A,SP,1,4.333333333,Freeman Maple,600,0,1,0,54,1,SP,SFR-D,No,1,Good, , KS AN EGB,4.6,54,0,0,24,10.25,6/25/2024 13:50,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238359.1589,906445.3379
1342,201109,5/4/2015,9 LAUREL STREET,PUBLIC, ,Garland st on side of 9 Laurel st,Malus 'Prairifire',SPRING,2015,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,9 Laurel st,9, ,LAUREL,STREET,52015,Y,garland st on side of 9 laurel st,0,0,11,SFR,A,SP,1,8.916666667,Apple,601,0,1,0,0,1,SP,SFR-D,No,1,Good, , KS AN EGB,3.1,54,0,0,15,13.5,6/25/2024 13:49,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238363.7703,906442.6775
1343,200875,5/4/2015,7 LAUREL STREET,PUBLIC, ,Garland st on side of 7 Laurel st,Acer x freemanii 'Armstrong',SPRING,2015,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,7 Laurel st,7, ,LAUREL,STREET,52015,N, ,2.18,0,16.5,SFR,A,SP,1,7.875,Freeman Maple,602,0,1,0,54,1,SP,SFR-D,No,1,Good, , KS AN EGB,5.9,54,0,0,30,11,6/25/2024 13:47,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238383.8713,906431.5628
1344,201150,5/4/2015,7 LAUREL STREET,PUBLIC, ,Garland st on side of 7 Laurel st,Malus 'Prairifire',SPRING,2015,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,7 Laurel st,7, ,LAUREL,STREET,52015,Y,Garland st on 7 laurel st.,1.95,0,10,SFR,A,SP,1,11.625,Apple,603,0,1,0,54,1,SP,SFR-D,No,1,Good, , KS AN EGB,3.5,54,0,0,16,17.5,6/25/2024 13:46,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238389.5469,906428.3703
1345,200237,5/4/2015,7 LAUREL STREET,PUBLIC, ,Garland st on side of 7 Laurel st,Quercus robur 'Fastigiata',SPRING,2015,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus robur,Non Native,0, , ,7 Laurel st,7, ,LAUREL,STREET,52015,N, ,2.63,0,14.5,SFR,A,SP,1,6.375,English Oak,604,0,1,0,48,1,SP,SFR-D,No,1,Good, , KS AN EGB,5.8,45,0,0,25,6.5,6/25/2024 13:45,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238395.6364,906424.823
1356,201042,6/3/2015,63 REYNOLDS AVENUE,PUBLIC, , ,Carpinus caroliniana,SPRING,2015,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,63 Reynolds ave,63, ,REYNOLDS,AVENUE,62015,N, ,1.48,0,8,SFR,A,SP,1,5.708333333,American Hornbeam,636,0,1,0,54,1,SP,SFR-D,No,3,Fair, , AN JHK QCM ,2.3,44,0,0,8,6,6/26/2024 14:21,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,237922.8697,906008.9359
1363,201145,6/17/2015,16 ENGLEWOOD AVENUE,PUBLIC, , ,Gleditsia triacanthos,SPRING,2015,CHELSEA,Fabaceae,Gleditsia,Deciduous,Broadleaf,Gleditsia triacanthos,Nativar,0, , ,16 Englewood ave,16, ,ENGLEWOOD,AVENUE,62015,N,Minor damage to base of trunk & heavy pruning,1.98,0,18,SFR,A,SC,1,8.208333333,Honeylocust,651,0,1,0,54,1,SC,SFR-D,No,1,Good, ,  ML AN,6.2,54,0,0,21.4,26,6/24/2024 17:54,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238491.7321,906830.4924
1366,200679,6/16/2015,37 ENGLEWOOD AVENUE,PUBLIC, , ,Cornus spp.,SPRING,2015,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus spp.,Non Native,0, , ,37 Englewood ave,37, ,ENGLEWOOD,AVENUE,62015,N,"Labeled as Cornus on map; at 25 Englewood, not 37",1.7,0,11.5,SFR,A,SC,1,7.5,Dogwood,659,0,1,0,54,1,SC,SFR-D, , , , ,  ML AN,0,0,0,0,0,0,6/24/2024 17:48,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238442.4355,906881.514
1391,200707,9/23/2014,LASH STREET,PUBLIC, , ,Malus spp.,FALL,2014,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,54 Lash St,0, ,LASH,STREET,92014,N,misslables  similar to a honey locust,1.39,0,8,SFR,A,SC,1,7.875,Apple,1304,0,1,0,54,1,SC,SFR-D,No,1,Fair, Intense pruning happened here, KS EGB AN,3.2,32,0,0,7,5.5,6/25/2024 18:53,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238032.4709,906162.602
1393,200451,9/23/2014,LASH STREET,PUBLIC, , ,Tilia cordata,FALL,2014,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia cordata,Non Native,0, , ,61 Lash St,0, ,LASH,STREET,92014,N, ,2.7,0,12.5,SFR,A,SC,1,6.083333333,Littleleaf Linden,1306,0,1,0,54,1,SC,SFR-D, , , , , KS EGB AN,0,0,0,0,0,0,6/25/2024 18:56,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238044.2223,906169.2289
1394,201123,9/23/2014,LASH STREET,PUBLIC, , ,Ulmus americana,FALL,2014,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , ,Lash St,0, ,LASH,STREET,92014,Y, ,2.3,0,15.5,SFR,A,SC,1,7.833333333,American Elm,1307,0,1,0,54,1,SC,SFR-D,No,1,Good, , KS EGB AN,9.5,54,0,0,37,26.5,6/25/2024 18:58,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238085.8,906161.3077
1397,200370,9/30/2014,HOOPER STREET,PUBLIC, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,52 Hooper,0, ,HOOPER,STREET,92014,N, ,2.14,0,15,SFR,A,SC,1,7.5,Freeman Maple,1316,0,1,0,54,1,SC,SFR-D,No,2,Fair, , ACJRK,4,54,0,0,14.5,16.75,6/27/2024 15:17,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,239759.958,905691.8316
1405,200916,10/3/2014,WILLARD STREET,PUBLIC, , ,Malus spp.,FALL,2014,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,23 Willard St,0, ,WILLARD,STREET,102014,N, ,2.21,0,9,SFR,A,SP,1,8.416666667,Apple,1332,0,1,0,54,1,SC,SFR-D,No,1,Good, , MLAOCJHK,3.7,50,0,0,8.5,12,6/25/2024 19:49,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,239066.3635,905536.8781
1436,200999,5/1/2014,ESSEX STREET,PUBLIC, , ,Malus 'Prairifire',SPRING,2014,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,66 Essex St,0, ,ESSEX,STREET,52014,Y, ,1.74,0,10.5,SFR,A,SC,1,9.625,Apple,1517,0,1,0,54,1,SC,SFR-D,Yes,1,Fair, , ACEGBJRK,3.5,54,0,0,12.5,12.25,6/24/2024 20:14,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238288.4839,904310.7114
1437,200373,5/2/2014,ESSEX STREET,PUBLIC, , ,Quercus macrocarpa,SPRING,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus macrocarpa,Native,0, , ,75 Essex St,0, ,ESSEX,STREET,52014,N, ,3.15,0,22,SFR,A,SC,1,8.416666667,Bur Oak,1519,0,1,0,54,1,SC,SFR-D, , , ,No idea where this would've been planted to be marked alive in 2017. Do not see?, ACEGBJRK,0,0,0,0,0,0,6/24/2024 20:25,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238320.9386,904280.6774
1443,200784,5/5/2014,ESSEX STREET,PUBLIC, , ,Liquidambar styraciflua HAPPIDAZE 'Hapdell',SPRING,2014,CHELSEA,Altingiaceae,Liquidambar,Deciduous,Broadleaf,Liquidambar styraciflua,Nativar,0, , ,135 Essex St,0, ,ESSEX,STREET,52014,N, ,2.13,0,13.5,MFR,A,SC,1,4.666666667,Sweetgum,1525,0,1,0,54,1,SC,SFR-D,No,1,Good, , TH QCM,4.3,52,0,0,18.1,8.5,6/24/2024 15:38,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238514.6583,904230.4651
1445,201265,5/6/2014,ESSEX STREET,PUBLIC, , ,Ostrya virginiana,SPRING,2014,CHELSEA,Betulaceae,Ostrya,Deciduous,Broadleaf,Ostrya virginiana,Native,0, , ,79 Essex St,0, ,ESSEX,STREET,52014,N, ,2.49,0,18,SFR,A,SC,1,10.54166667,American Hophornbeam,1527,0,1,0,54,1,SC,SFR-D,No,1,Good, , ACEGBJRK,4.6,54,0,0,19.5,16.75,6/24/2024 20:21,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238329.5349,904275.273
1506,200425,5/13/2016,15 COUNTY ROAD,PUBLIC,Yes,Replacement tree,Gleditsia triacanthos,SPRING,2016,CHELSEA,Fabaceae,Gleditsia,Deciduous,Broadleaf,Gleditsia triacanthos,Nativar,0, , ,15 County Rd,15,15,COUNTY,ROAD,52016,N,species is mislabled,2.71,0,12,SFR,A,SP,1,7.25,Honeylocust,1694,0,1,0,54,1,SP,SFR-D, , , , , AN JHK QCM ,0,0,0,0,0,0,6/26/2024 14:53,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238102.2722,905892.3703
1339,201168,4/30/2015,139 ESSEX STREET,PUBLIC, , ,Crataegus spp.,SPRING,2015,CHELSEA,Rosaceae,Crataegus,Deciduous,Broadleaf,Crataegus spp.,Non Native,0, , ,139 Essex st,139, ,ESSEX,STREET,42015,Y, ,2.27,0,16,COMM,A,SC,1,8.916666667,Hawthorn,595,0,1,0,36,1,SC,V,No,1,Good, , TH QCM,3.1,32,0,0,14,10,6/24/2024 15:34,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238549.7836,904223.5601
306,200623,4/17/2015,466 BROADWAY,PUBLIC, , ,Carpinus betulus 'Fastigiata' ('Pyramidalis'),SPRING,2015,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus betulus,Non Native,0, , ,466 Broadway,466, ,BROADWAY, ,42015, , ,0,0,0,MX,R,SC,0,0,European Hornbeam,553,1,1,0,0,1,SC,COMM, , , , , ML EGB TH,0,0,0,0,0,0,6/27/2024 14:16,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,238335.6981,904792.8408
867,200658,6/20/2014,150 BROADWAY,PUBLIC, ,Tree from TD Bank Green Streets grant,Fagus sylvatica,SPRING,2014,CHELSEA,Fagaceae,Fagus,Deciduous,Broadleaf,Fagus sylvatica,Non Native,0, , ,150 Broadway,150, ,BROADWAY, ,62014, , ,0,0,0,COMM,R,SC,0,0,European Beech,1655,1,1,0,0,1,SC,COMM,,,, , ACEGBJRK,0,0,0,0,0,0,6/24/2024 15:56,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,237862.9806,904426.1784
344,200435,5/27/2015,7 GARDNER STREET,PUBLIC,Yes,replacement carpinus betulus 20140623,Gleditsia triacanthos,SPRING,2015,CHELSEA,Fabaceae,Gleditsia,Deciduous,Broadleaf,Gleditsia triacanthos,Nativar,0, , ,7 Gardner st,7, ,GARDNER,STREET,52015, , ,0,0,0,IND,R,SC,0,0,Honeylocust,648,1,1,0,0,1,OM,INST, , , , , JAKS,0,0,0,0,0,0,6/24/2024 20:43,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238655.3076,905411.76
320,200759,4/30/2015,5 MAVERICK STREET,PUBLIC, , ,Carpinus betulus 'Fastigiata' ('Pyramidalis'),SPRING,2015,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus betulus,Non Native,0, , ,5 MAverick st,5, ,MAVERICK,STREET,42015, , ,0,0,0,MFR,R,SC,0,0,European Hornbeam,594,1,1,0,0,1,SC,MFR, , , , , AC QCM TH,0,0,0,0,0,0,6/24/2024 19:55,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238325.1396,904431.9378
342,200996,6/4/2015,96 BELLINGHAM STREET,PUBLIC, ,Between 82 - 96 Bellingham st,Cornus x rutgersensis CELESTIAL 'Rutdan',SPRING,2015,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus x rutgersensis,Non Native,0, , ,96 Bellingham st,96, ,BELLINGHAM,STREET,62015, , ,0,0,0,MFR,R,SC,0,0,Rutgers Hybrid Dogwood,639,1,1,0,0,1,SC,MFR, , , , , JRK TH,0,0,0,0,0,0,6/25/2024 18:33,Stump,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238671.7689,904682.0597
358,200064,6/18/2015,32 WATTS STREET,PUBLIC, , ,Quercus robur 'Fastigiata',SPRING,2015,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus robur,Non Native,0, , ,32 Watts st,32, ,WATTS,STREET,62015, , ,0,0,0,MFR,R,SC,0,0,English Oak,672,1,1,0,0,1,SC,MFR, , , , Covered in asphalt , JRK TH,0,0,0,0,0,0,6/25/2024 19:29,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238678.9104,904463.2037
826,201282,5/14/2014,MAVERICK STREET,PUBLIC, , ,Prunus spp.,SPRING,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus spp.,Non Native,0, , ,88 Maverick St,0, ,MAVERICK,STREET,52014,N, ,0,0,0, ,R, ,0,0,Cherry,1560,1,1,0,0,1,SC,MFR, , , , , AC QCM TH,0,0,0,0,0,0,6/24/2024 20:35,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238594.5681,904340.7681
850,200622,5/22/2014,LYNN STREET,PUBLIC, , ,Cornus spp.,SPRING,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus spp.,Non Native,0, , ,18 Lynn St,0, ,LYNN,STREET,52014, , ,0,0,0,MFR,R,SC,0,0,Dogwood,1601,1,1,0,0,1,SC,MFR, , , , , JRK TH,0,0,0,0,0,0,6/25/2024 19:49,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238567.6238,904515.7448
1387,201006,9/22/2014,FRANKLIN AVENUE,PUBLIC, , ,Cornus x rutgersensis STELLAR PINK 'Rutgan',FALL,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus x rutgersensis,Non Native,0, , ,116 Franklin Ave,0, ,FRANKLIN,AVENUE,92014, , ,0,0,0,MFR,R,SC,0,0,Rutgers Hybrid Dogwood,1299,0,1,0,0,1,SC,MFR, , , , , ACJRK,0,0,0,0,0,0,6/27/2024 19:39,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238418.8348,905750.9829
1433,200600,4/30/2014,ESSEX STREET,PUBLIC, , ,Amelanchier spp.,SPRING,2014,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier spp.,Nativar,0, , ,69 Essex St,0, ,ESSEX,STREET,42014, , ,0,0,0,MFR,R,SC,0,0,Serviceberry,1512,0,1,0,0,1,SC,MFR, , , , , ACEGBJRK,0,0,0,0,0,0,6/24/2024 20:16,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238299.071,904294.4519
